Trd, 000006.350, 3.0
Trd, 000006.450, 2.0
Trd, 000007.900, 2.0
Trd, 000010.475, 1.0
Trd, 000011.200, 3.0
Trd, 000011.250, 1.0
Trd, 000011.675, 3.0
Trd, 000013.200, 2.0
Trd, 000020.150, 3.0
Trd, 000021.225, 4.0
Trd, 000022.300, 2.0
Trd, 000023.925, 3.0
Trd, 000024.225, 4.0
Trd, 000024.925, 2.0
Trd, 000025.825, 2.0
Trd, 000028.475, 3.0
